Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","Seasons Broadcasted","IMDB Score","Number of Votes"
"Chhota Bheem","Pinky Rajput",ACTOR,2008,NULL,22,action,IN,12,4.1,822
"Chhota Bheem","Rajesh Kava",ACTOR,2008,NULL,22,action,IN,12,4.1,822
"Chhota Bheem","Julie Tejwani",ACTOR,2008,NULL,22,action,IN,12,4.1,822
"Chhota Bheem","Sonal Kaushal",ACTOR,2008,NULL,22,action,IN,12,4.1,822
"Team Kaylie","Kai Calhoun",ACTOR,2019,TV-PG,30,comedy,US,3,4,333
"Team Kaylie","Alison Fernandez",ACTOR,2019,TV-PG,30,comedy,US,3,4,333
"Team Kaylie","Eliza Pryor",ACTOR,2019,TV-PG,30,comedy,US,3,4,333
"Team Kaylie","Symera Jackson",ACTOR,2019,TV-PG,30,comedy,US,3,4,333
"Team Kaylie","Elie Samouhi",ACTOR,2019,TV-PG,30,comedy,US,3,4,333
"I Am Georgina","Cristiano Ronaldo",ACTOR,2022,TV-14,41,reality,ES,1,3.9,2729
"Troy: Fall of a City","Alfred Enoch",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Troy: Fall of a City","Jonas Armstrong",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Made in Mexico","Pepe Díaz",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Troy: Fall of a City","Aimee-Ffion Edwards",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Troy: Fall of a City","David Threlfall",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
Pocoyo,"Alex Marty",ACTOR,2005,TV-G,11,animation,"ES, GB",4,3.9,93
Pocoyo,"Montana Smedley",ACTOR,2005,TV-G,11,animation,"ES, GB",4,3.9,93
Pocoyo,"Courtney Webb",ACTOR,2005,TV-G,11,animation,"ES, GB",4,3.9,93
"Made in Mexico","Liz Woodburn",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Made in Mexico","Hanna Jaff",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Made in Mexico","Carlos Giron Longoria",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Made in Mexico","Columba Diaz",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Made in Mexico","Roby Checa",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Made in Mexico","Shanik Aspe",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Made in Mexico","Chantal Trujillo",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Made in Mexico","Kitzia Mitre",ACTOR,2018,NULL,50,reality,US,1,3.9,760
"Troy: Fall of a City","Joseph Mawle",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Troy: Fall of a City","Lex King",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Troy: Fall of a City","Tom Weston-Jones",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Absurd Planet","Jeff Wild",ACTOR,2020,TV-PG,20,documentation,US,1,3.9,1459
"I Am Georgina","Georgina Rodríguez",ACTOR,2022,TV-14,41,reality,ES,1,3.9,2729
"Absurd Planet","Afi Ekulona",ACTOR,2020,TV-PG,20,documentation,US,1,3.9,1459
"Troy: Fall of a City","David Gyasi",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Troy: Fall of a City","Louis Hunter",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Troy: Fall of a City","Bella Dayne",ACTOR,2018,TV-MA,58,war,GB,1,3.9,13677
"Absurd Planet","Paul Raff",ACTOR,2020,TV-PG,20,documentation,US,1,3.9,1459
"I Am Georgina","Ivana Rodríguez",ACTOR,2022,TV-14,41,reality,ES,1,3.9,2729
"Chasing Cameron","Blake Gray",ACTOR,2016,TV-PG,28,reality,US,1,3.8,501
"Chasing Cameron","Taylor Caniff",ACTOR,2016,TV-PG,28,reality,US,1,3.8,501
"Chasing Cameron","Aaron Carpenter",ACTOR,2016,TV-PG,28,reality,US,1,3.8,501
"Barney & Friends","David Joyner",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Bob West",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Chasing Cameron","Cameron Dallas",ACTOR,2016,TV-PG,28,reality,US,1,3.8,501
"Serial Killer with Piers Morgan","Piers Morgan",ACTOR,2017,TV-14,47,crime,GB,2,3.8,1394
"ReBoot: The Guardian Code","Ajay Friese",ACTOR,2018,TV-G,23,action,CA,2,3.8,1189
"ReBoot: The Guardian Code","Hannah Vandenbygaart",ACTOR,2018,TV-G,23,action,CA,2,3.8,1189
"Barney & Friends","Carey Stinson",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Dean Wendt",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Julie Johnson",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Jeff Ayers",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Patty Wirtz",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Adrianne Kangas",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Tory Green",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Emilio Mazur",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Kyle Nelson",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Lauren Mayeux",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
"Barney & Friends","Jerad Harris",ACTOR,1992,TV-G,28,family,US,14,3.8,9955
Jinn,"Karam Tabbaa",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Zaid Zoubi",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Yasser Al Hadi",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Mohammad Hindieh",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Sultan Alkhail",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Hamzeh Okab",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Aysha Shahaltough",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Salma Malhas",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Ban Halaweh",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Mohammad Nizar",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
Jinn,"Faris Al Bahri",ACTOR,2019,TV-14,32,scifi,JO,1,3.5,10043
"That Girl Lay Lay","Gabrielle Nevaeh Green",ACTOR,2021,TV-G,23,comedy,US,2,3.4,232
"That Girl Lay Lay","Caleb Brown",ACTOR,2021,TV-G,23,comedy,US,2,3.4,232
"That Girl Lay Lay","Peyton R. Perrine III",ACTOR,2021,TV-G,23,comedy,US,2,3.4,232
"That Girl Lay Lay","That Girl Lay Lay",ACTOR,2021,TV-G,23,comedy,US,2,3.4,232
"That Girl Lay Lay","Tiffany Daniels",ACTOR,2021,TV-G,23,comedy,US,2,3.4,232
"That Girl Lay Lay","Thomas Hobson",ACTOR,2021,TV-G,23,comedy,US,2,3.4,232
"Cloudy with a Chance of Meatballs","Mark Robert Edwards",ACTOR,2017,TV-Y7,11,action,CA,2,3.4,750
"Richie Rich","Joshua Carlon",ACTOR,2015,TV-PG,22,comedy,US,2,3.1,1041
"Richie Rich","Brooke Wexler",ACTOR,2015,TV-PG,22,comedy,US,2,3.1,1041
"Richie Rich","Lauren Taylor",ACTOR,2015,TV-PG,22,comedy,US,2,3.1,1041
"A House of Blocks","Figaro Tseng",ACTOR,2017,TV-MA,84,horror,TW,1,2.3,137
"A House of Blocks","Eli Shih",ACTOR,2017,TV-MA,84,horror,TW,1,2.3,137
"Bonus Family","Vera Vitali",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"A House of Blocks","Bai Run-yin",ACTOR,2017,TV-MA,84,horror,TW,1,2.3,137
"Bonus Family","Emma Peters",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Bonus Family","Frank Dorsin",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Bonus Family","Erik Johansson",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Bonus Family","Niklas Engdahl",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Bonus Family","Fredrik Hallgren",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Bonus Family","Marianne Mörck",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Hype House","Nikita Dragun",ACTOR,2022,TV-MA,32,reality,US,1,2.3,2860
"Hype House","Chase Hudson",ACTOR,2022,TV-MA,32,reality,US,1,2.3,2860
"Bonus Family","Christer Lindarw",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Hype House","Noah Beck",ACTOR,2022,TV-MA,32,reality,US,1,2.3,2860
"Hype House",Larray,ACTOR,2022,TV-MA,32,reality,US,1,2.3,2860
"Hype House","Sienna Mae Gomez",ACTOR,2022,TV-MA,32,reality,US,1,2.3,2860
"Hype House","Thomas Petrou",ACTOR,2022,TV-MA,32,reality,US,1,2.3,2860
"Hype House","Kouvr Annon",ACTOR,2022,TV-MA,32,reality,US,1,2.3,2860
"Bonus Family","Jacob Lundqvist",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Bonus Family","Matheo Bittar Johansson",ACTOR,2017,NULL,44,drama,SE,4,2.3,15
"Racket Boys","Son Sang-yeon",ACTOR,2021,TV-14,70,comedy,KR,1,1.8,27484
"Racket Boys","Kim Min-ki",ACTOR,2021,TV-14,70,comedy,KR,1,1.8,27484
"Racket Boys","Ahn Se-bin",ACTOR,2021,TV-14,70,comedy,KR,1,1.8,27484
"Racket Boys","Yoon Hyun-soo",ACTOR,2021,TV-14,70,comedy,KR,1,1.8,27484
"He's Expecting","Juri Ueno",ACTOR,2022,TV-PG,26,drama,JP,1,1.6,2735
"The Qin Empire","Xing Jiadong",ACTOR,2009,TV-MA,46,war,CN,3,NULL,NULL
Smother-In-Law,"Daniela Fontan",ACTOR,2022,TV-MA,25,comedy,BR,1,NULL,NULL
"Zero Chill","Jade Ma",ACTOR,2021,NULL,30,drama,GB,1,NULL,NULL
"The King's Affection","Ko Woo-rim",ACTOR,2021,TV-14,66,drama,KR,1,NULL,NULL
"My Country: The New Age","Yu Oh-seong",ACTOR,2019,NULL,75,action,KR,1,NULL,NULL
"The King's Affection","Han Chae-ah",ACTOR,2021,TV-14,66,drama,KR,1,NULL,NULL
"The Club","Martín Saracho",ACTOR,2019,TV-MA,34,comedy,MX,1,NULL,NULL
"New World","Jo Bo-ah",ACTOR,2021,NULL,68,reality,KR,1,NULL,NULL
Chocolate,"Yoon Kye-sang",ACTOR,2019,NULL,46,drama,KR,1,NULL,NULL
"The English Game","Anthony Andrews",ACTOR,2020,TV-14,48,drama,GB,1,NULL,NULL
"Emily's Wonder Lab","Kennedi Lynn Butler",ACTOR,2020,NULL,13,,US,1,NULL,NULL
"Pretty Guardians Sailor Moon Eternal The Movie","Amanda Céline Miller",ACTOR,2021,TV-14,81,action,JP,1,NULL,NULL
Escalona,"Carlos Vives",ACTOR,1991,TV-MA,44,drama,CO,1,NULL,NULL
Curon,"Max Malatesta",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
"Criminal: France","Stéphane Jobert",ACTOR,2019,TV-MA,26,crime,FR,1,NULL,NULL
Rugal,"Cho Dong-hyuk",ACTOR,2020,TV-MA,60,crime,KR,1,NULL,NULL
"Chief of Staff","Kim Dong-jun",ACTOR,2019,NULL,62,war,KR,2,NULL,NULL
"The Perfect Match","Stanley Mei",ACTOR,2017,TV-14,44,comedy,TW,1,NULL,NULL
Equinox,"Peder Holm Johansen",ACTOR,2020,NULL,46,scifi,DK,1,NULL,NULL
"Get Even","Mia McKenna-Bruce",ACTOR,2020,TV-PG,29,drama,GB,1,NULL,NULL
Rugal,"Park Sun-ho",ACTOR,2020,TV-MA,60,crime,KR,1,NULL,NULL
"The King's Affection","Kim Jae-chul",ACTOR,2021,TV-14,66,drama,KR,1,NULL,NULL
"Zero Chill","Dakota Taylor",ACTOR,2021,NULL,30,drama,GB,1,NULL,NULL
"Reflection of You","Seo Jin-won",ACTOR,2021,NULL,72,drama,KR,1,NULL,NULL
Unstoppable,"Bárbara López",ACTOR,2020,TV-MA,34,drama,MX,1,NULL,NULL
"Mad Crazy Colombian Comedians","Diego Camargo",ACTOR,2021,NULL,30,,CO,1,NULL,NULL
"Run On","Choi Soo-young",ACTOR,2020,NULL,70,drama,KR,1,NULL,NULL
She,"Paritosh Sand",ACTOR,2020,NULL,33,drama,IN,1,NULL,NULL
Freud,"Brigitte Kren",ACTOR,2020,TV-MA,54,drama,"DE, AT",1,NULL,NULL
"Her Mother's Killer","Juan A. Baptista",ACTOR,2020,NULL,44,drama,CO,1,NULL,NULL
"The Perfect Match","Ben Wu",ACTOR,2017,TV-14,44,comedy,TW,1,NULL,NULL
Millennials,"Laura Laprida",ACTOR,2018,TV-MA,35,drama,AR,3,NULL,NULL
"Yanxi Palace: Princess Adventures","Xu Xiaonuo",ACTOR,2019,NULL,45,drama,CN,1,NULL,NULL
"Top Boy","Kadeem Ramsay",ACTOR,2019,TV-MA,44,drama,GB,3,NULL,NULL
"So Not Worth It",Minnie,ACTOR,2021,NULL,31,drama,KR,1,NULL,NULL
Equinox,"Alexandre Willaume",ACTOR,2020,NULL,46,scifi,DK,1,NULL,NULL
"Graceful Friends","Han Da-gam",ACTOR,2020,TV-MA,68,drama,KR,1,NULL,NULL
"Pretty Man","Yu Yijie",ACTOR,2018,TV-14,35,family,CN,2,NULL,NULL
Hyperdrive,"Lindsay Czarniak",ACTOR,2019,TV-PG,48,reality,US,1,NULL,NULL
Curon,"Sebastiano Fumagalli",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
Sneakerheads,"Matthew Josten",ACTOR,2020,NULL,28,comedy,US,1,NULL,NULL
"Pucca: Love Recipe","Shin Yong-woo",ACTOR,2018,TV-Y7,24,comedy,,1,NULL,NULL
StarBeam,"Sarah Almonte Peguero",ACTOR,2020,TV-Y,13,,CA,4,NULL,NULL
Escalona,"Nelly Moreno",ACTOR,1991,TV-MA,44,drama,CO,1,NULL,NULL
"The Creature Cases","Nneka Okoye",ACTOR,2022,TV-Y,0,animation,US,1,NULL,NULL
"Her Mother's Killer","Géraldine Zivic",ACTOR,2020,NULL,44,drama,CO,1,NULL,NULL
"Word of Honor","Sun Xilun",ACTOR,2021,TV-14,43,action,CN,1,NULL,NULL
"Oh My Ghost","Nuengthida Sophon",ACTOR,2018,NULL,51,drama,TH,1,NULL,NULL
"Word of Honor","Zhou Ye",ACTOR,2021,TV-14,43,action,CN,1,NULL,NULL
"Nailed It! Spain","Christian Escribà",ACTOR,2019,TV-PG,31,reality,US,1,NULL,NULL
"The Search","Verónica Bravo",ACTOR,2020,NULL,42,comedy,MX,1,NULL,NULL
Curon,"Federica Pocaterra",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
Supercães,"Lauren Bradley",ACTOR,2022,NULL,30,comedy,CA,1,NULL,NULL
"The Club","Nacho Tahhan",ACTOR,2019,TV-MA,34,comedy,MX,1,NULL,NULL
Equinox,"Susanne Storm",ACTOR,2020,NULL,46,scifi,DK,1,NULL,NULL
"Top Boy","Little Simz",ACTOR,2019,TV-MA,44,drama,GB,3,NULL,NULL
Equinox,"August Carter",ACTOR,2020,NULL,46,scifi,DK,1,NULL,NULL
Unstoppable,"Tessa Ía",ACTOR,2020,TV-MA,34,drama,MX,1,NULL,NULL
"Over Christmas","Rudolf Kowalski",ACTOR,2020,NULL,45,drama,DE,1,NULL,NULL
Millennials,"Matías Mayer",ACTOR,2018,TV-MA,35,drama,AR,3,NULL,NULL
"Blood & Water","Patrick Mofokeng",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
Broken,"Jenise Morgan",ACTOR,2019,NULL,59,documentation,US,1,NULL,NULL
Equinox,"Karoline Hamm",ACTOR,2020,NULL,46,scifi,DK,1,NULL,NULL
"So Not Worth It","Shin Hyeon-seung",ACTOR,2021,NULL,31,drama,KR,1,NULL,NULL
"Yanxi Palace: Princess Adventures","Wang Yuwei",ACTOR,2019,NULL,45,drama,CN,1,NULL,NULL
"Yanxi Palace: Princess Adventures","Wang Yizhe",ACTOR,2019,NULL,45,drama,CN,1,NULL,NULL
"The Little Nyonya","Henry Heng",ACTOR,2008,TV-14,44,drama,SG,1,NULL,NULL
"Cagaster of an Insect Cage","Tomohiro Shiozaki",ACTOR,2020,TV-14,26,scifi,JP,1,NULL,NULL
"Crash Landing on You","Lee Sin-young",ACTOR,2019,NULL,86,drama,KR,1,NULL,NULL
Smother-In-Law,"Bárbara Sut",ACTOR,2022,TV-MA,25,comedy,BR,1,NULL,NULL
"Over Christmas","Marylu Poolman",ACTOR,2020,NULL,45,drama,DE,1,NULL,NULL
"The Houseboat","Olli Schulz",ACTOR,2021,NULL,37,documentation,DE,1,NULL,NULL
Freud,"Marie-Lou Sellem",ACTOR,2020,TV-MA,54,drama,"DE, AT",1,NULL,NULL
"Glitch Techs","Rachael Russakoff",ACTOR,2020,TV-G,25,scifi,US,2,NULL,NULL
Unstoppable,"Coty Camacho",ACTOR,2020,TV-MA,34,drama,MX,1,NULL,NULL
Freud,"Manuel Ossenkopf",ACTOR,2020,TV-MA,54,drama,"DE, AT",1,NULL,NULL
"New World",Kai,ACTOR,2021,NULL,68,reality,KR,1,NULL,NULL
"The Guardians of Justice","Alyson Stoner",ACTOR,2022,TV-MA,29,scifi,US,1,NULL,NULL
She,"Vishwas Kini",ACTOR,2020,NULL,33,drama,IN,1,NULL,NULL
She,"Dhruv Thukral",ACTOR,2020,NULL,33,drama,IN,1,NULL,NULL
She,"Shivani Rangole",ACTOR,2020,NULL,33,drama,IN,1,NULL,NULL
"The English Game","Joncie Elmore",ACTOR,2020,TV-14,48,drama,GB,1,NULL,NULL
"The Midnight Gospel","Duncan Trussell",ACTOR,2020,TV-MA,25,scifi,US,1,NULL,NULL
StarBeam,"Zachary Timmis",ACTOR,2020,TV-Y,13,,CA,4,NULL,NULL
"Get Even","Jessica Alexander",ACTOR,2020,TV-PG,29,drama,GB,1,NULL,NULL
"The English Game","Kelly Price",ACTOR,2020,TV-14,48,drama,GB,1,NULL,NULL
Freud,"Pavel Fieber",ACTOR,2020,TV-MA,54,drama,"DE, AT",1,NULL,NULL
#blackAF,"Richard Gardenhire Jr.",ACTOR,2020,TV-MA,35,comedy,US,1,NULL,NULL
"Get Even","Emily Carey",ACTOR,2020,TV-PG,29,drama,GB,1,NULL,NULL
"Over Christmas","Jonathan Kwesi Aikins",ACTOR,2020,NULL,45,drama,DE,1,NULL,NULL
"Her Mother's Killer","Marlon Moreno",ACTOR,2020,NULL,44,drama,CO,1,NULL,NULL
"Chico Bon Bon: Monkey with a Tool Belt","Blu Bishop",ACTOR,2020,NULL,14,,US,4,NULL,NULL
Curon,"Luca Lionello",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
"The Woods","Martyna Byczkowska",ACTOR,2020,TV-MA,43,drama,PL,1,NULL,NULL
Extracurricular,"Park Ju-hyun",ACTOR,2020,TV-MA,54,drama,KR,1,NULL,NULL
"Blood & Water","Odwa Gwanya",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"Blood & Water","Greteli Fincham",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"Blood & Water","Ryle De Morny",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"Blood & Water","Dillon Windvogel",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"Blood & Water","Thabang Kamogelo Molaba",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"Blood & Water","Gail Mabalane",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"Blood & Water","Ama Qamata",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"Blood & Water","Khosi Ngema",ACTOR,2020,TV-MA,48,drama,ZA,2,NULL,NULL
"The In-Laws","May Phua",ACTOR,2011,TV-14,44,family,SG,1,NULL,NULL
"Lies and Deceit","Fran Cantos",ACTOR,2020,NULL,49,thriller,ES,1,NULL,NULL
Curon,"Juju Di Domenico",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
Curon,"Giulio Brizzi",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
Curon,"Luca Castellano",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
Paranormal,"Reem Abdelkader",ACTOR,2020,TV-14,56,scifi,EG,1,NULL,NULL
"So Not Worth It","Terris Brown",ACTOR,2021,NULL,31,drama,KR,1,NULL,NULL
"The Woods","Adam Wietrzyński",ACTOR,2020,TV-MA,43,drama,PL,1,NULL,NULL
"The Family Court","Cai Peixuan",ACTOR,2010,TV-MA,45,drama,SG,1,NULL,NULL
"The Family Court","Tay Ping Hui",ACTOR,2010,TV-MA,45,drama,SG,1,NULL,NULL
Curon,"Salvatore De Santis",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
Curon,"Filippo Marsili",ACTOR,2020,TV-MA,49,scifi,IT,1,NULL,NULL
Paranormal,"Adam Wahdan",ACTOR,2020,TV-14,56,scifi,EG,1,NULL,NULL
"Transformers: War for Cybertron: Siege","Shawn Hawkins",ACTOR,2020,TV-14,13,scifi,US,3,NULL,NULL
"Transformers: War for Cybertron: Earthrise","Sophia Isabella",ACTOR,2020,TV-Y7,24,action,US,1,NULL,NULL
"The Woods","Katarzyna Maria Zielińska",ACTOR,2020,TV-MA,43,drama,PL,1,NULL,NULL
"The Little Nyonya","Guan Xuemei",ACTOR,2008,TV-14,44,drama,SG,1,NULL,NULL
"The Little Nyonya","Pan Lingling",ACTOR,2008,TV-14,44,drama,SG,1,NULL,NULL
"The Little Nyonya","Yang Yanqing",ACTOR,2008,TV-14,44,drama,SG,1,NULL,NULL
"The Little Nyonya","Yan Bingliang",ACTOR,2008,TV-14,44,drama,SG,1,NULL,NULL
