Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","Seasons Broadcasted","IMDB Score","Number of Votes"
"Hometown Cha-Cha-Cha","Lee Yong-yi",ACTOR,2021,TV-14,78,comedy,KR,1,8.5,9987
Borgen,"Peter Mygind",ACTOR,2010,TV-MA,58,drama,DK,4,8.5,23523
"The Last Kingdom","Ian Hart",ACTOR,2015,TV-MA,55,action,GB,5,8.5,126473
"Some Assembly Required","Dylan Playfair",ACTOR,2014,TV-G,25,comedy,CA,4,8.5,22
"Some Assembly Required","Harrison Houde",ACTOR,2014,TV-G,25,comedy,CA,4,8.5,22
"Ashes of Love","Yang Zi",ACTOR,2018,TV-14,43,drama,CN,1,8.5,1875
"After Life","Ethan Lawrence",ACTOR,2019,TV-MA,28,comedy,GB,3,8.5,124972
"El Reemplazante","Trinidad González",ACTOR,2012,TV-MA,45,drama,CL,2,8.5,755
Ozark,"Sofia Hublitz",ACTOR,2017,TV-MA,60,crime,US,4,8.5,278223
"Some Assembly Required","Charlie Storwick",ACTOR,2014,TV-G,25,comedy,CA,4,8.5,22
"El Reemplazante","Blanca Lewin",ACTOR,2012,TV-MA,45,drama,CL,2,8.5,755
"After Life","Michelle Greenidge",ACTOR,2019,TV-MA,28,comedy,GB,3,8.5,124972
"Narcos: Mexico","Claudio Roca",ACTOR,2018,TV-MA,56,drama,US,3,8.4,80902
MaveriX,"Darcy Tadich",ACTOR,2022,NULL,23,sport,AU,1,8.4,31
"Hip Hop Evolution","Grandmaster Flash",ACTOR,2016,TV-MA,48,documentation,CA,4,8.4,5772
Innocent,"Ali Atay",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
"Babylon Berlin","Volker Bruch",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
Innocent,"Mehmet Özgür",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
"The Legend of Korra","Logan Wells",ACTOR,2012,TV-Y7,23,action,US,4,8.4,117464
"The Rise of Phoenixes","Zhao Lixin",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
"Babylon Berlin","Jacob Matschenz",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Narcos: Mexico","José María Yázpik",ACTOR,2018,TV-MA,56,drama,US,3,8.4,80902
Innocent,"Esra Kızıldoğan",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
"Narcos: Mexico","Alfonso Dosal",ACTOR,2018,TV-MA,56,drama,US,3,8.4,80902
Outlander,"César Domboy",ACTOR,2014,TV-MA,60,scifi,US,6,8.4,152435
"The Promised Neverland","Yoshino Aoyama",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
"Babylon Berlin","Benno Fürmann",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Babylon Berlin","Ronald Zehrfeld",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
Vincenzo,"Jung Ji-yoon",ACTOR,2021,NULL,81,action,KR,1,8.4,15134
"Babylon Berlin","Leonie Benesch",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
Innocent,"Bartu Küçükçağlayan",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
"Stargate SG-1","Claudia Black",ACTOR,1997,TV-PG,44,scifi,"US, CA",10,8.4,90196
Innocent,"Irem Altug",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
Naruto,"Tomoyuki Dan",ACTOR,2002,TV-PG,23,scifi,JP,6,8.4,93980
Heartland,"Graham Wardle",ACTOR,2007,TV-PG,44,drama,CA,15,8.4,15743
"Babylon Berlin","Rüdiger Klink",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Babylon Berlin","Lars Eidinger",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Stargate SG-1","Amanda Tapping",ACTOR,1997,TV-PG,44,scifi,"US, CA",10,8.4,90196
"Ash vs Evil Dead","Ray Santiago",ACTOR,2015,TV-MA,30,action,US,3,8.4,70087
"Eternal Love","Vengo Gao",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"Babylon Berlin","Saskia Rosendahl",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"The Rise of Phoenixes","Ni Dahong",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
"Last Chance U","John Iii Franklin",ACTOR,2016,TV-MA,55,documentation,US,5,8.4,6789
"Last Chance U","John Iii Franklin",ACTOR,2016,TV-MA,55,documentation,US,5,8.4,6789
"Last Chance U","John Iii Franklin",ACTOR,2016,TV-MA,55,documentation,US,5,8.4,6789
"Last Chance U","Ron Ollie",ACTOR,2016,TV-MA,55,documentation,US,5,8.4,6789
"Babylon Berlin","Sabin Tambrea",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Babylon Berlin","Julius Feldmeier",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Babylon Berlin","Fritzi Haberlandt",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"The Dark Crystal: Age of Resistance","Harris Dickinson",ACTOR,2019,TV-PG,51,scifi,"GB, US",1,8.4,24164
"The Rise of Phoenixes","Zhang Xiaocheng",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
"The Rise of Phoenixes","Mei Ting",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
Innocent,"Nur Sürer",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
"Derry Girls","Louisa Harland",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"Derry Girls","Dylan Llewellyn",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"Derry Girls","Tommy Tiernan",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"Vanished 46","Yasemin Kay Allen",ACTOR,2016,TV-MA,61,scifi,TR,1,8.4,4269
"Eternal Love","Maggie Huang",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"Hip Hop Evolution",Shad,ACTOR,2016,TV-MA,48,documentation,CA,4,8.4,5772
Naruto,"Kouyori Katase",ACTOR,2002,TV-PG,23,scifi,JP,6,8.4,93980
Naruto,"Rumi Rakugou",ACTOR,2002,TV-PG,23,scifi,JP,6,8.4,93980
"Eternal Love","Ken Chang",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"Eternal Love","Zhu Xudan",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
MaveriX,"Sam Winspear-Schillings",ACTOR,2022,NULL,23,sport,AU,1,8.4,31
"Derry Girls","Kathy Kiera Clarke",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"The Rise of Phoenixes","Wang Ou",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
"Vanished 46","Selin Uludogan",ACTOR,2016,TV-MA,61,scifi,TR,1,8.4,4269
"Derry Girls","Leah O'Rourke",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"The Dragon Prince","Paula Burrows",ACTOR,2018,TV-Y7,27,scifi,US,3,8.4,21635
Innocent,"Cem Zeynel Kılıç",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
Maid,"Nick Robinson",ACTOR,2021,TV-MA,54,drama,US,1,8.4,74955
"Derry Girls","Siobhán McSweeney",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"Ash vs Evil Dead","Arielle O'Neill",ACTOR,2015,TV-MA,30,action,US,3,8.4,70087
"The Dragon Prince","Sasha Rojen",ACTOR,2018,TV-Y7,27,scifi,US,3,8.4,21635
"Julie and the Phantoms","Savannah May",ACTOR,2020,TV-G,2,scifi,US,1,8.4,9461
"The Promised Neverland","Mari Hino",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
"Babylon Berlin","Luc Feit",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Derry Girls","Jamie Lee O'Donnell",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"Derry Girls","Saoirse-Monica Jackson",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
"Eternal Love","Dai Si",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"Eternal Love","Hummer Zhang",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"The Dark Crystal: Age of Resistance","Shazad Latif",ACTOR,2019,TV-PG,51,scifi,"GB, US",1,8.4,24164
Heartland,"Shaun Johnston",ACTOR,2007,TV-PG,44,drama,CA,15,8.4,15743
"Falling Into Your Smile","Cheng Xiao",ACTOR,2021,TV-14,44,drama,CN,1,8.4,2019
"Pablo Escobar: The Drug Lord","Vicky Hernández",ACTOR,2012,TV-14,44,crime,CO,1,8.4,4923
"Pablo Escobar: The Drug Lord","Nicolas Montero",ACTOR,2012,TV-14,44,crime,CO,1,8.4,4923
"Pablo Escobar: The Drug Lord","Marcela Gallego",ACTOR,2012,TV-14,44,crime,CO,1,8.4,4923
"Pablo Escobar: The Drug Lord","Ernesto Benjumea",ACTOR,2012,TV-14,44,crime,CO,1,8.4,4923
"Pablo Escobar: The Drug Lord","Cecilia Navia",ACTOR,2012,TV-14,44,crime,CO,1,8.4,4923
"Pablo Escobar: The Drug Lord","Mauricio Mejía",ACTOR,2012,TV-14,44,crime,CO,1,8.4,4923
"Julie and the Phantoms","Jadah Marie",ACTOR,2020,TV-G,2,scifi,US,1,8.4,9461
"James Acaster: Repertoire","James Acaster",ACTOR,2018,TV-14,52,comedy,GB,1,8.4,3545
"Eternal Love","Wang Xiao",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"Julie and the Phantoms","Charlie Gillespie",ACTOR,2020,TV-G,2,scifi,US,1,8.4,9461
Outlander,"Lauren Lyle",ACTOR,2014,TV-MA,60,scifi,US,6,8.4,152435
"Eternal Love","Li Dongheng",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"The Rise of Phoenixes","Qu Gaowei",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
Outlander,"Richard Rankin",ACTOR,2014,TV-MA,60,scifi,US,6,8.4,152435
Vincenzo,"Yoon Bok-in",ACTOR,2021,NULL,81,action,KR,1,8.4,15134
"Julie and the Phantoms","Owen Joyner",ACTOR,2020,TV-G,2,scifi,US,1,8.4,9461
"Babylon Berlin","Jens Harzer",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"Narcos: Mexico","Manuel Masalva",ACTOR,2018,TV-MA,56,drama,US,3,8.4,80902
"The Promised Neverland","Yuko Mori",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
"The Promised Neverland","Shinei Ueki",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
"The Promised Neverland","Hiyori Kouno",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
Vincenzo,"Ok Taec-yeon",ACTOR,2021,NULL,81,action,KR,1,8.4,15134
"Eternal Love","Xinyi Li",ACTOR,2017,TV-14,45,scifi,CN,1,8.4,2214
"The Dark Crystal: Age of Resistance","Neil Sterenberg",ACTOR,2019,TV-PG,51,scifi,"GB, US",1,8.4,24164
"The Promised Neverland","Koko Hayashi",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
"Stargate SG-1","Ben Browder",ACTOR,1997,TV-PG,44,scifi,"US, CA",10,8.4,90196
"Babylon Berlin","Jördis Triebel",ACTOR,2017,TV-MA,49,crime,DE,4,8.4,23256
"The Rise of Phoenixes","Yuan Hong",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
"Falling Into Your Smile","Rachel Wang",ACTOR,2021,TV-14,44,drama,CN,1,8.4,2019
"My Liberation Notes","Han Sang-jo",ACTOR,2022,TV-14,62,drama,KR,1,8.4,276
"Pablo Escobar: The Drug Lord","Eileen Moreno",ACTOR,2012,TV-14,44,crime,CO,1,8.4,4923
Outlander,"Caitlin O'Ryan",ACTOR,2014,TV-MA,60,scifi,US,6,8.4,152435
"The Promised Neverland","Nao Shiraki",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
"Julie and the Phantoms","Madison Reyes",ACTOR,2020,TV-G,2,scifi,US,1,8.4,9461
"The Rise of Phoenixes","Bai Jingting",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
"Narcos: Mexico","Mayra Hermosillo",ACTOR,2018,TV-MA,56,drama,US,3,8.4,80902
"The Rise of Phoenixes","Liu Mintao",ACTOR,2018,TV-14,45,drama,CN,1,8.4,1477
"My Liberation Notes","Jeon Hye-jin",ACTOR,2022,TV-14,62,drama,KR,1,8.4,276
MaveriX,"Tatiana Goode",ACTOR,2022,NULL,23,sport,AU,1,8.4,31
"Headspace Guide to Meditation","Andy Puddicombe",ACTOR,2021,TV-G,22,documentation,US,1,8.4,1540
Vincenzo,"Kim Seol-jin",ACTOR,2021,NULL,81,action,KR,1,8.4,15134
"Vanished 46","Metin Belgin",ACTOR,2016,TV-MA,61,scifi,TR,1,8.4,4269
"The Promised Neverland","Erisa Kuon",ACTOR,2019,TV-MA,23,scifi,JP,2,8.4,34730
Vincenzo,"Kim Hyeong-mook",ACTOR,2021,NULL,81,action,KR,1,8.4,15134
Vincenzo,"Kang Chae-min",ACTOR,2021,NULL,81,action,KR,1,8.4,15134
"Vanished 46","Erdal Beşikçioğlu",ACTOR,2016,TV-MA,61,scifi,TR,1,8.4,4269
"Vanished 46","Berkan Şal",ACTOR,2016,TV-MA,61,scifi,TR,1,8.4,4269
Innocent,"Merve Ateş",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
Innocent,"Defne Halman",ACTOR,2017,TV-14,51,drama,TR,1,8.4,17727
"Falling Into Your Smile","Yiran Zhou",ACTOR,2021,TV-14,44,drama,CN,1,8.4,2019
Maid,"Rylea Nevaeh Whittet",ACTOR,2021,TV-MA,54,drama,US,1,8.4,74955
"Falling Into Your Smile",Zeawo,ACTOR,2021,TV-14,44,drama,CN,1,8.4,2019
Heartland,"Amber Marshall",ACTOR,2007,TV-PG,44,drama,CA,15,8.4,15743
"Falling Into Your Smile","Zhai Xiaowen",ACTOR,2021,TV-14,44,drama,CN,1,8.4,2019
"Derry Girls","Tara Lynne O'Neill",ACTOR,2018,TV-MA,25,comedy,GB,3,8.4,28718
MaveriX,"Sebastian Tang",ACTOR,2022,NULL,23,sport,AU,1,8.4,31
"Hip Hop Evolution","Afrika Bambaataa",ACTOR,2016,TV-MA,48,documentation,CA,4,8.4,5772
"Top Boy","Sharon Duncan-Brewster",ACTOR,2011,TV-MA,48,drama,GB,2,8.4,22420
MaveriX,"Tjiirdm McGuire",ACTOR,2022,NULL,23,sport,AU,1,8.4,31
MaveriX,"Charlotte Maggi",ACTOR,2022,NULL,23,sport,AU,1,8.4,31
"Heaven Official's Blessing","Jiang Guangtao",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Last Tango in Halifax","Josh Bolt",ACTOR,2012,TV-14,59,comedy,GB,5,8.3,6844
"Sex Education","Aimee Lou Wood",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
"Sex Education","Emma Mackey",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
"Tales by Light","Jonathan Scott",ACTOR,2015,NULL,27,documentation,AU,3,8.3,1905
"Sex Education","Patricia Allison",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
"Sex Education","Chaneil Kular",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
"Young Royals","Omar Rudberg",ACTOR,2021,TV-MA,45,drama,SE,1,8.3,26732
Live,"Kim Jong-Hoon",ACTOR,2018,NULL,46,drama,KR,1,8.3,1208
"Young Royals","Frida Argento",ACTOR,2021,TV-MA,45,drama,SE,1,8.3,26732
"Kim's Convenience","Benjamin Beauchemin",ACTOR,2016,TV-14,22,comedy,CA,5,8.3,16970
"Gurren Lagann","Kiyoyuki Yanada",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
"Rilakkuma and Kaoru","Soki Matsumoto",ACTOR,2019,TV-PG,12,comedy,JP,1,8.3,1579
"Black Butler","Hisayoshi Suganuma",ACTOR,2008,TV-MA,25,scifi,JP,3,8.3,1856
"Money Heist","Enrique Arce",ACTOR,2017,TV-MA,50,crime,ES,5,8.3,450797
"Five Came Back","Francis Ford Coppola",ACTOR,2017,TV-MA,65,war,US,1,8.3,4600
"Rilakkuma and Kaoru","Shigeru Sugimoto",ACTOR,2019,TV-PG,12,comedy,JP,1,8.3,1579
Atypical,"Brigette Lundy-Paine",ACTOR,2017,TV-14,31,comedy,US,4,8.3,81643
"Heaven Official's Blessing","Ma Zhengyang",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Heaven Official's Blessing","Sen Wen",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Heaven Official's Blessing","Hu Liangwei",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Kim's Convenience","Jean Yoon",ACTOR,2016,TV-14,22,comedy,CA,5,8.3,16970
"Black Butler","Shinnosuke Tachibana",ACTOR,2008,TV-MA,25,scifi,JP,3,8.3,1856
Fauda,"Rona-Lee Shim'on",ACTOR,2015,TV-MA,40,war,IL,3,8.3,25239
"Rilakkuma and Kaoru","Mikako Tabe",ACTOR,2019,TV-PG,12,comedy,JP,1,8.3,1579
"Heaven Official's Blessing","Shan Xin",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Heaven Official's Blessing","Lu Zhixing",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Heaven Official's Blessing","Wu Lei",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Heaven Official's Blessing","Tu Xiongfei",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Heaven Official's Blessing","Ling Fei",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Heaven Official's Blessing","Zhao Yi",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
Offspring,"Eddie Perfect",ACTOR,2010,NULL,44,drama,AU,7,8.3,4764
"La Niña","Fernando Arévalo",ACTOR,2016,TV-MA,45,action,CO,1,8.3,642
"Young Royals","Malte Gårdinger",ACTOR,2021,TV-MA,45,drama,SE,1,8.3,26732
"Hello, My Twenties!","Son Seung-won",ACTOR,2016,TV-14,63,comedy,KR,2,8.3,2127
"Alma Matters: Inside the IIT Dream","Shubham Agarwal",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Mukul Sankule",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Pradeep S. Gautam",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Kartikeya Singh",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Spandana Silla",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Lokesh Deshmukh",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Kevin Banker",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Poonam Gupta",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Gokul J. Krishnan",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Alma Matters: Inside the IIT Dream","Adarsh Upadhyay",ACTOR,2021,TV-MA,51,drama,IN,1,8.3,2323
"Young Royals","Nikita Uggla",ACTOR,2021,TV-MA,45,drama,SE,1,8.3,26732
Fauda,"Netta Garti",ACTOR,2015,TV-MA,40,war,IL,3,8.3,25239
"Young Royals","Uno Elger",ACTOR,2021,TV-MA,45,drama,SE,1,8.3,26732
"Hello, My Twenties!","Han Seung-yeon",ACTOR,2016,TV-14,63,comedy,KR,2,8.3,2127
"Five Came Back","Lawrence Kasdan",ACTOR,2017,TV-MA,65,war,US,1,8.3,4600
Castlevania,"James Callis",ACTOR,2017,TV-MA,26,scifi,US,4,8.3,61114
"30 Rock","Grizz Chapman",ACTOR,2006,TV-14,25,comedy,US,7,8.3,121514
"Master of None","Lena Waithe",ACTOR,2015,TV-MA,32,drama,US,3,8.3,72341
"Call My Agent!","Assaad Bouab",ACTOR,2015,TV-MA,55,comedy,FR,4,8.3,13331
"Last Tango in Halifax","Tony Gardner",ACTOR,2012,TV-14,59,comedy,GB,5,8.3,6844
Castlevania,"Marsha Thomason",ACTOR,2017,TV-MA,26,scifi,US,4,8.3,61114
"Call My Agent!","Grégory Montel",ACTOR,2015,TV-MA,55,comedy,FR,4,8.3,13331
"Call My Agent!","Fanny Sidney",ACTOR,2015,TV-MA,55,comedy,FR,4,8.3,13331
"Call My Agent!","Nicolas Maury",ACTOR,2015,TV-MA,55,comedy,FR,4,8.3,13331
"Call My Agent!","Ophélia Kolb",ACTOR,2015,TV-MA,55,comedy,FR,4,8.3,13331
Longmire,"Lou Diamond Phillips",ACTOR,2012,TV-14,53,western,US,6,8.3,34362
"Zach Stone Is Gonna Be Famous","Thomas F. Wilson",ACTOR,2013,TV-PG,20,comedy,US,1,8.3,3616
"Zach Stone Is Gonna Be Famous","Kari Coleman",ACTOR,2013,TV-PG,20,comedy,US,1,8.3,3616
"Zach Stone Is Gonna Be Famous","Cameron Palatas",ACTOR,2013,TV-PG,20,comedy,US,1,8.3,3616
"Rilakkuma and Kaoru","Issei Takubo",ACTOR,2019,TV-PG,12,comedy,JP,1,8.3,1579
"Gurren Lagann","Gou Shinomiya",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
"Kim's Convenience","Paul Sun-Hyung Lee",ACTOR,2016,TV-14,22,comedy,CA,5,8.3,16970
"Call My Agent!","Anne Marivin",ACTOR,2015,TV-MA,55,comedy,FR,4,8.3,13331
"Gurren Lagann","Yukari Fukui",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
"Gurren Lagann","Akio Suyama",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
"Gurren Lagann","Daiki Nakamura",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
"Gurren Lagann","Kiyoshi Kawakubo",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
"Gurren Lagann","Takashi Kondo",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
"La Niña","Juan Sebastián Aragón",ACTOR,2016,TV-MA,45,action,CO,1,8.3,642
"Black Butler","Shunji Fujimura",ACTOR,2008,TV-MA,25,scifi,JP,3,8.3,1856
"Arthdal Chronicles","Jang Dong-gun",ACTOR,2019,NULL,80,drama,KR,3,8.3,4200
"Last Tango in Halifax","Dean Andrews",ACTOR,2012,TV-14,59,comedy,GB,5,8.3,6844
"Five Came Back","Paul Greengrass",ACTOR,2017,TV-MA,65,war,US,1,8.3,4600
"Kipo and the Age of Wonderbeasts","Sydney Mikayla",ACTOR,2020,TV-Y7,24,animation,US,3,8.3,5293
Longmire,"Robert Taylor",ACTOR,2012,TV-14,53,western,US,6,8.3,34362
"Kim's Convenience","Andrea Bang",ACTOR,2016,TV-14,22,comedy,CA,5,8.3,16970
"Kim's Convenience","Nicole Power",ACTOR,2016,TV-14,22,comedy,CA,5,8.3,16970
"Kim's Convenience","Simu Liu",ACTOR,2016,TV-14,22,comedy,CA,5,8.3,16970
"Hello, My Twenties!","Shin Se-hwi",ACTOR,2016,TV-14,63,comedy,KR,2,8.3,2127
"Sex Education","Kedar Williams-Stirling",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
"Sex Education","Tanya Reynolds",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
"Hello, My Twenties!","Ji Woo",ACTOR,2016,TV-14,63,comedy,KR,2,8.3,2127
"Arthdal Chronicles","Kim Ok-vin",ACTOR,2019,NULL,80,drama,KR,3,8.3,4200
Fauda,"Yaakov Zada Daniel",ACTOR,2015,TV-MA,40,war,IL,3,8.3,25239
"La Niña","Variel Sánchez",ACTOR,2016,TV-MA,45,action,CO,1,8.3,642
Castlevania,"Alejandra Reynoso",ACTOR,2017,TV-MA,26,scifi,US,4,8.3,61114
"Forged in Fire","Doug Marcaida",ACTOR,2015,TV-PG,42,reality,US,9,8.3,3538
"Forged in Fire","David Lain Baker",ACTOR,2015,TV-PG,42,reality,US,9,8.3,3538
"Rilakkuma and Kaoru","Mai Kanazawa",ACTOR,2019,TV-PG,12,comedy,JP,1,8.3,1579
"Hello, My Twenties!","Choi A-ra",ACTOR,2016,TV-14,63,comedy,KR,2,8.3,2127
"Heaven Official's Blessing","Tao Dian",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Young Royals","Edvin Ryding",ACTOR,2021,TV-MA,45,drama,SE,1,8.3,26732
"The Originals","Steven Krueger",ACTOR,2013,TV-14,43,scifi,US,5,8.3,131574
Fauda,"Doron Ben-David",ACTOR,2015,TV-MA,40,war,IL,3,8.3,25239
"Heaven Official's Blessing","Huang Ying",ACTOR,2020,TV-14,24,action,"CN, US",1,8.3,1349
"Money Heist","Esther Acebo",ACTOR,2017,TV-MA,50,crime,ES,5,8.3,450797
"The Originals","Yusuf Gatewood",ACTOR,2013,TV-14,43,scifi,US,5,8.3,131574
"The Originals","Charles Michael Davis",ACTOR,2013,TV-14,43,scifi,US,5,8.3,131574
"Gurren Lagann","Takafumi Kawakami",ACTOR,2007,TV-14,24,scifi,JP,1,8.3,17024
Longmire,"Cassidy Freeman",ACTOR,2012,TV-14,53,western,US,6,8.3,34362
"Sex Education","Jemima Kirke",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
Fauda,"Idan Amedi",ACTOR,2015,TV-MA,40,war,IL,3,8.3,25239
Offspring,"Kat Stewart",ACTOR,2010,NULL,44,drama,AU,7,8.3,4764
"Kipo and the Age of Wonderbeasts","Jake Green",ACTOR,2020,TV-Y7,24,animation,US,3,8.3,5293
"The Originals","Joseph Morgan",ACTOR,2013,TV-14,43,scifi,US,5,8.3,131574
Live,"Kim Gun-woo",ACTOR,2018,NULL,46,drama,KR,1,8.3,1208
"30 Rock","John Lutz",ACTOR,2006,TV-14,25,comedy,US,7,8.3,121514
"Last Tango in Halifax","Sarah Lancashire",ACTOR,2012,TV-14,59,comedy,GB,5,8.3,6844
"Black Butler","Takafumi Yamaguchi",ACTOR,2008,TV-MA,25,scifi,JP,3,8.3,1856
"Sex Education","Connor Swindells",ACTOR,2019,TV-MA,52,drama,GB,4,8.3,251168
Fauda,"Marina Maximilian Blumin",ACTOR,2015,TV-MA,40,war,IL,3,8.3,25239
"Welcome to Waikiki","Lee Yi-kyung",ACTOR,2018,TV-MA,64,drama,KR,3,8.3,2038
Offspring,"Richard Davies",ACTOR,2010,NULL,44,drama,AU,7,8.3,4764
Offspring,"Linda Cropper",ACTOR,2010,NULL,44,drama,AU,7,8.3,4764
Offspring,"Jane Harber",ACTOR,2010,NULL,44,drama,AU,7,8.3,4764
Offspring,"Alicia Gardiner",ACTOR,2010,NULL,44,drama,AU,7,8.3,4764
Kingdom,"Kim Sung-kyu",ACTOR,2019,TV-MA,48,action,KR,2,8.3,43760
"Dear My Friends","Joo Hyun",ACTOR,2016,TV-MA,70,drama,KR,1,8.2,355
Fate/Zero,"Ayumi Tsunematsu",ACTOR,2011,TV-MA,25,scifi,JP,2,8.2,12568
Fate/Zero,"Takumi Yamazaki",ACTOR,2011,TV-MA,25,scifi,JP,2,8.2,12568
"Ouran High School Host Club","Ayaka Saito",ACTOR,2006,TV-14,23,comedy,JP,1,8.2,9763
"The King's Avatar","Liang Sen",ACTOR,2019,TV-MA,36,action,CN,1,8.2,1042
Sense8,"Brian J. Smith",ACTOR,2015,TV-MA,62,scifi,US,2,8.2,151518
Sense8,"Freema Agyeman",ACTOR,2015,TV-MA,62,scifi,US,2,8.2,151518
